individual,time,treat_post,outcome,treat,post,time_to_treat
227,5,0,30.90108053,1,0,-1
227,6,1,39.96253756,1,1,0
227,7,1,26.60706208,1,1,1
227,8,1,38.59825913,1,1,2
227,9,1,35.97910084,1,1,3
227,10,1,39.59238663,1,1,4
228,1,0,23.23838242,1,0,-5
228,2,0,20.56385718,1,0,-4
228,3,0,21.1214596,1,0,-3
228,4,0,26.17076209,1,0,-2
228,5,0,22.06377031,1,0,-1
228,6,1,28.57087436,1,1,0
228,7,1,38.89686641,1,1,1
228,8,1,31.25602982,1,1,2
228,9,1,41.8315625,1,1,3
228,10,1,42.31295646,1,1,4
229,1,0,12.87096636,1,0,-5
229,2,0,19.61217674,1,0,-4
229,3,0,30.47054702,1,0,-3
229,4,0,21.09417234,1,0,-2
229,5,0,25.17797869,1,0,-1
229,6,1,36.31030447,1,1,0
229,7,1,39.41695255,1,1,1
229,8,1,35.74230557,1,1,2
229,9,1,35.51244903,1,1,3
229,10,1,47.11184931,1,1,4
230,1,0,30.19449832,1,0,-5
230,2,0,27.89429025,1,0,-4
230,3,0,24.92659071,1,0,-3
230,4,0,21.95867139,1,0,-2
230,5,0,23.34777797,1,0,-1
230,6,1,36.61257053,1,1,0
230,7,1,37.5919911,1,1,1
230,8,1,44.00799296,1,1,2
230,9,1,41.75225046,1,1,3
230,10,1,32.48459849,1,1,4
231,1,0,26.75973809,1,0,-5
231,2,0,18.00969686,1,0,-4
231,3,0,22.58014364,1,0,-3
231,4,0,27.25100103,1,0,-2
231,5,0,37.47833745,1,0,-1
231,6,1,49.54959278,1,1,0
231,7,1,38.5336153,1,1,1
231,8,1,36.08401691,1,1,2
231,9,1,41.17252824,1,1,3
231,10,1,44.43827713,1,1,4
232,1,0,19.89666187,1,0,-5
232,2,0,31.97605678,1,0,-4
232,3,0,25.6503538,1,0,-3
232,4,0,28.48871545,1,0,-2
232,5,0,30.82962126,1,0,-1
232,6,1,36.10793305,1,1,0
232,7,1,39.6947025,1,1,1
232,8,1,33.91373407,1,1,2
232,9,1,35.70849123,1,1,3
232,10,1,34.49922884,1,1,4
233,1,0,23.69750615,1,0,-5
233,2,0,26.89468252,1,0,-4
233,3,0,26.78886433,1,0,-3
233,4,0,34.37246217,1,0,-2
233,5,0,27.47201991,1,0,-1
233,6,1,37.34370828,1,1,0
233,7,1,30.04149562,1,1,1
233,8,1,35.06450149,1,1,2
233,9,1,41.97768879,1,1,3
233,10,1,44.24551055,1,1,4
234,1,0,20.03016526,1,0,-5
234,2,0,22.64200374,1,0,-4
234,3,0,16.91063127,1,0,-3
234,4,0,24.214854,1,0,-2
234,5,0,31.95191582,1,0,-1
234,6,1,36.87602508,1,1,0
234,7,1,38.00332861,1,1,1
234,8,1,37.24886844,1,1,2
234,9,1,38.53531579,1,1,3
234,10,1,36.6983943,1,1,4
235,1,0,24.9941421,1,0,-5
235,2,0,25.10486472,1,0,-4
235,3,0,26.96009424,1,0,-3
235,4,0,23.36982579,1,0,-2
235,5,0,16.7332854,1,0,-1
235,6,1,39.48576356,1,1,0
235,7,1,33.10581272,1,1,1
235,8,1,32.68612118,1,1,2
235,9,1,41.96739456,1,1,3
235,10,1,38.0399368,1,1,4
236,1,0,26.79968192,1,0,-5
236,2,0,26.08502975,1,0,-4
236,3,0,27.91784662,1,0,-3
236,4,0,19.17022144,1,0,-2
236,5,0,33.55971993,1,0,-1
236,6,1,35.30625266,1,1,0
236,7,1,33.6536143,1,1,1
236,8,1,37.71694234,1,1,2
236,9,1,29.61882384,1,1,3
236,10,1,42.04326406,1,1,4
237,1,0,16.35314246,1,0,-5
237,2,0,16.23664857,1,0,-4
237,3,0,16.88820407,1,0,-3
237,4,0,31.56344187,1,0,-2
237,5,0,24.35368303,1,0,-1
237,6,1,41.66863855,1,1,0
237,7,1,32.82099268,1,1,1
237,8,1,28.46321021,1,1,2
237,9,1,32.9173778,1,1,3
237,10,1,46.1790581,1,1,4
238,1,0,20.72050911,1,0,-5
238,2,0,20.25856352,1,0,-4
238,3,0,25.30009113,1,0,-3
238,4,0,28.50891368,1,0,-2
238,5,0,33.08699408,1,0,-1
238,6,1,41.24249615,1,1,0
238,7,1,33.70115677,1,1,1
238,8,1,30.36976157,1,1,2
238,9,1,36.43267419,1,1,3
238,10,1,41.30140253,1,1,4
239,1,0,16.68120537,1,0,-5
239,2,0,18.21424543,1,0,-4
239,3,0,26.21893941,1,0,-3
239,4,0,25.75673824,1,0,-2
239,5,0,27.66398498,1,0,-1
239,6,1,30.20752333,1,1,0
239,7,1,34.34799643,1,1,1
239,8,1,32.37883428,1,1,2
239,9,1,42.95099206,1,1,3
239,10,1,45.17624667,1,1,4
240,1,0,12.26906069,1,0,-5
240,2,0,18.3524457,1,0,-4
240,3,0,17.01735372,1,0,-3
240,4,0,22.74988033,1,0,-2
240,5,0,27.08281015,1,0,-1
240,6,1,26.7517739,1,1,0
240,7,1,30.89070093,1,1,1
240,8,1,31.98021314,1,1,2
240,9,1,39.53633665,1,1,3
240,10,1,40.34672169,1,1,4
241,1,0,17.89131223,1,0,-5
241,2,0,23.88410436,1,0,-4
241,3,0,21.76659958,1,0,-3
241,4,0,24.64172445,1,0,-2
241,5,0,35.86726045,1,0,-1
241,6,1,40.70230526,1,1,0
241,7,1,29.00209382,1,1,1
241,8,1,41.14866209,1,1,2
241,9,1,42.55698277,1,1,3
241,10,1,34.25868356,1,1,4
242,1,0,25.59388822,1,0,-5
242,2,0,30.68965959,1,0,-4
242,3,0,18.88727597,1,0,-3
242,4,0,21.41248589,1,0,-2
242,5,0,32.58830733,1,0,-1
242,6,1,35.35747655,1,1,0
242,7,1,38.25738138,1,1,1
242,8,1,38.70294608,1,1,2
242,9,1,40.4534796,1,1,3
242,10,1,33.36763936,1,1,4
243,1,0,26.73658853,1,0,-5
243,2,0,28.84794996,1,0,-4
243,3,0,23.35304628,1,0,-3
243,4,0,25.78261525,1,0,-2
243,5,0,19.84446249,1,0,-1
243,6,1,36.57127378,1,1,0
243,7,1,38.36028721,1,1,1
243,8,1,36.68904492,1,1,2
243,9,1,44.1217668,1,1,3
243,10,1,38.32961385,1,1,4
244,1,0,24.32302963,1,0,-5
244,2,0,17.90167831,1,0,-4
244,3,0,24.38223925,1,0,-3
244,4,0,25.12822871,1,0,-2
244,5,0,28.62653961,1,0,-1
244,6,1,32.15236536,1,1,0
244,7,1,34.84263702,1,1,1
244,8,1,41.13023586,1,1,2
244,9,1,36.31617881,1,1,3
244,10,1,31.9671145,1,1,4
245,1,0,30.24791952,1,0,-5
245,2,0,29.90727039,1,0,-4
245,3,0,18.03868652,1,0,-3
245,4,0,29.44853903,1,0,-2
245,5,0,24.98512615,1,0,-1
245,6,1,35.31743608,1,1,0
245,7,1,36.97112065,1,1,1
245,8,1,35.827961,1,1,2
245,9,1,34.58117167,1,1,3
245,10,1,36.54729474,1,1,4
246,1,0,16.91904042,1,0,-5
246,2,0,18.84088896,1,0,-4
246,3,0,24.16410855,1,0,-3
246,4,0,22.42120005,1,0,-2
246,5,0,30.91026033,1,0,-1
246,6,1,41.43623078,1,1,0
246,7,1,32.59973379,1,1,1
246,8,1,38.1970225,1,1,2
246,9,1,40.99842555,1,1,3
246,10,1,42.36001135,1,1,4
247,1,0,21.87977634,1,0,-5
247,2,0,26.71341209,1,0,-4
247,3,0,26.91124476,1,0,-3
247,4,0,19.81168789,1,0,-2
247,5,0,31.84578032,1,0,-1
247,6,1,38.43645419,1,1,0
247,7,1,31.68356948,1,1,1
247,8,1,37.18968918,1,1,2
247,9,1,41.91664496,1,1,3
247,10,1,38.9534309,1,1,4
248,1,0,26.86489024,1,0,-5
248,2,0,34.81936247,1,0,-4
248,3,0,20.57006984,1,0,-3
248,4,0,19.09477698,1,0,-2
248,5,0,29.01909298,1,0,-1
248,6,1,37.60781253,1,1,0
248,7,1,34.34566813,1,1,1
248,8,1,44.26630332,1,1,2
248,9,1,31.806971,1,1,3
248,10,1,43.46459312,1,1,4
249,1,0,18.4706959,1,0,-5
249,2,0,31.59688953,1,0,-4
249,3,0,34.46257677,1,0,-3
249,4,0,22.16671706,1,0,-2
249,5,0,24.75221432,1,0,-1
249,6,1,38.29793943,1,1,0
249,7,1,33.56434675,1,1,1
249,8,1,36.77294391,1,1,2
249,9,1,38.6269421,1,1,3
249,10,1,30.40163422,1,1,4
250,1,0,21.43081127,1,0,-5
250,2,0,19.55136113,1,0,-4
250,3,0,22.03438589,1,0,-3
250,4,0,33.21816002,1,0,-2
250,5,0,21.21746553,1,0,-1
250,6,1,38.06602593,1,1,0
250,7,1,34.10518535,1,1,1
250,8,1,35.60119916,1,1,2
250,9,1,42.45185948,1,1,3
250,10,1,41.70025647,1,1,4
251,1,0,24.35306499,0,0,-1
251,2,0,27.8409233,0,0,-1
251,3,0,22.84345808,0,0,-1
251,4,0,22.93881633,0,0,-1
251,5,0,22.07424737,0,0,-1
251,6,0,24.87294735,0,1,-1
251,7,0,45.24547213,0,1,-1
251,8,0,38.2233979,0,1,-1
251,9,0,26.74462817,0,1,-1
251,10,0,28.38771022,0,1,-1
252,1,0,23.90933031,0,0,-1
252,2,0,25.73632399,0,0,-1
252,3,0,27.24441918,0,0,-1
252,4,0,24.72522103,0,0,-1
252,5,0,26.8727287,0,0,-1
252,6,0,30.63939762,0,1,-1
252,7,0,30.92946503,0,1,-1
252,8,0,20.90349814,0,1,-1
252,9,0,32.35100185,0,1,-1
252,10,0,30.74296783,0,1,-1
253,1,0,22.37605709,0,0,-1
253,2,0,37.92629501,0,0,-1
253,3,0,26.33740833,0,0,-1
253,4,0,24.43235157,0,0,-1
253,5,0,32.10900751,0,0,-1
253,6,0,31.41343944,0,1,-1
253,7,0,32.60047245,0,1,-1
253,8,0,35.03425297,0,1,-1
253,9,0,43.78271782,0,1,-1
253,10,0,29.34555782,0,1,-1
254,1,0,23.86816038,0,0,-1
254,2,0,18.36809435,0,0,-1
254,3,0,27.27756323,0,0,-1
254,4,0,21.40656744,0,0,-1
254,5,0,25.41316593,0,0,-1
254,6,0,27.52455043,0,1,-1
254,7,0,35.3790836,0,1,-1
254,8,0,36.59227222,0,1,-1
254,9,0,27.27141312,0,1,-1
254,10,0,35.27467055,0,1,-1
255,1,0,17.95210073,0,0,-1
255,2,0,16.70747545,0,0,-1
255,3,0,23.41491475,0,0,-1
255,4,0,24.45758606,0,0,-1
255,5,0,39.63358243,0,0,-1
255,6,0,31.16479913,0,1,-1
255,7,0,23.6119125,0,1,-1
255,8,0,29.17612998,0,1,-1
255,9,0,38.60691648,0,1,-1
255,10,0,45.44221386,0,1,-1
256,1,0,13.57008344,0,0,-1
256,2,0,13.60037807,0,0,-1
256,3,0,33.85482588,0,0,-1
256,4,0,27.94807089,0,0,-1
256,5,0,23.15853634,0,0,-1
256,6,0,31.67314543,0,1,-1
256,7,0,17.3212613,0,1,-1
256,8,0,32.01687753,0,1,-1
256,9,0,35.13910586,0,1,-1
256,10,0,39.6213507,0,1,-1
257,1,0,16.43052024,0,0,-1
257,2,0,23.42843581,0,0,-1
257,3,0,19.87287687,0,0,-1
257,4,0,27.27691878,0,0,-1
257,5,0,23.02326839,0,0,-1
257,6,0,26.9594958,0,1,-1
257,7,0,25.52092303,0,1,-1
257,8,0,35.25568121,0,1,-1
257,9,0,37.79225558,0,1,-1
257,10,0,33.82689715,0,1,-1
258,1,0,21.69118997,0,0,-1
258,2,0,15.75704293,0,0,-1
258,3,0,23.00161676,0,0,-1
258,4,0,25.74897691,0,0,-1
258,5,0,40.60396546,0,0,-1
258,6,0,23.44016487,0,1,-1
258,7,0,37.82088619,0,1,-1
258,8,0,36.98429387,0,1,-1
258,9,0,34.90318202,0,1,-1
258,10,0,43.79310242,0,1,-1
259,1,0,23.36052736,0,0,-1
259,2,0,24.94579598,0,0,-1
259,3,0,24.23439673,0,0,-1
259,4,0,32.11784441,0,0,-1
259,5,0,32.98234617,0,0,-1
259,6,0,25.87161356,0,1,-1
259,7,0,23.90376403,0,1,-1
259,8,0,30.98509681,0,1,-1
259,9,0,29.49980718,0,1,-1
259,10,0,34.68237713,0,1,-1
260,1,0,27.68719067,0,0,-1
260,2,0,20.71349172,0,0,-1
260,3,0,24.28588309,0,0,-1
260,4,0,26.29011367,0,0,-1
260,5,0,31.74215441,0,0,-1
260,6,0,17.76555333,0,1,-1
260,7,0,27.46649853,0,1,-1
260,8,0,33.05641846,0,1,-1
260,9,0,39.50039478,0,1,-1
260,10,0,32.54048776,0,1,-1
261,1,0,12.11723647,0,0,-1
261,2,0,26.09855723,0,0,-1
261,3,0,21.32318806,0,0,-1
261,4,0,20.0516667,0,0,-1
261,5,0,24.37827305,0,0,-1
261,6,0,28.07737321,0,1,-1
261,7,0,27.47627668,0,1,-1
261,8,0,20.97216971,0,1,-1
261,9,0,37.98533098,0,1,-1
261,10,0,41.37437521,0,1,-1
262,1,0,24.75760996,0,0,-1
262,2,0,17.31157165,0,0,-1
262,3,0,23.49254233,0,0,-1
262,4,0,25.96739342,0,0,-1
262,5,0,30.49397195,0,0,-1
262,6,0,32.34170244,0,1,-1
262,7,0,26.82913101,0,1,-1
262,8,0,32.40997778,0,1,-1
262,9,0,35.78640202,0,1,-1
262,10,0,42.27911161,0,1,-1
263,1,0,25.0225327,0,0,-1
263,2,0,26.94528344,0,0,-1
263,3,0,24.91913314,0,0,-1
263,4,0,33.05229573,0,0,-1
263,5,0,29.54881398,0,0,-1
263,6,0,24.69456045,0,1,-1
263,7,0,37.51684985,0,1,-1
263,8,0,35.48951636,0,1,-1
263,9,0,31.28477989,0,1,-1
263,10,0,32.60253516,0,1,-1
264,1,0,22.98287773,0,0,-1
264,2,0,25.31592398,0,0,-1
264,3,0,25.48646133,0,0,-1
264,4,0,27.55654337,0,0,-1
264,5,0,35.99978687,0,0,-1
264,6,0,34.35771576,0,1,-1
264,7,0,31.45317796,0,1,-1
264,8,0,36.7065529,0,1,-1
264,9,0,28.33738048,0,1,-1
264,10,0,36.98963525,0,1,-1
265,1,0,30.54653175,0,0,-1
265,2,0,21.90977052,0,0,-1
265,3,0,20.26183036,0,0,-1
265,4,0,22.73955556,0,0,-1
265,5,0,22.05183481,0,0,-1
265,6,0,25.07619046,0,1,-1
265,7,0,28.64745951,0,1,-1
265,8,0,24.9721649,0,1,-1
265,9,0,33.57809167,0,1,-1
265,10,0,39.51138587,0,1,-1
266,1,0,16.9612191,0,0,-1
266,2,0,30.59641962,0,0,-1
266,3,0,27.05396044,0,0,-1
266,4,0,31.15290293,0,0,-1
266,5,0,24.21082723,0,0,-1
266,6,0,33.27262614,0,1,-1
266,7,0,25.0403305,0,1,-1
266,8,0,36.4512375,0,1,-1
266,9,0,34.3591967,0,1,-1
266,10,0,37.7662561,0,1,-1
267,1,0,15.62202697,0,0,-1
267,2,0,18.52465079,0,0,-1
267,3,0,27.48614109,0,0,-1
267,4,0,21.25825998,0,0,-1
267,5,0,29.81603146,0,0,-1
267,6,0,22.16431097,0,1,-1
267,7,0,34.74087106,0,1,-1
267,8,0,25.83738343,0,1,-1
267,9,0,36.26149969,0,1,-1
267,10,0,38.12815467,0,1,-1
268,1,0,18.01614091,0,0,-1
268,2,0,25.91013284,0,0,-1
268,3,0,25.80221132,0,0,-1
268,4,0,23.30579072,0,0,-1
268,5,0,22.45722658,0,0,-1
268,6,0,19.18687154,0,1,-1
268,7,0,32.24825024,0,1,-1
268,8,0,24.17598614,0,1,-1
268,9,0,33.976721,0,1,-1
268,10,0,33.68275892,0,1,-1
269,1,0,24.89571388,0,0,-1
269,2,0,21.4897725,0,0,-1
269,3,0,22.85276107,0,0,-1
269,4,0,29.65935352,0,0,-1
269,5,0,29.17529015,0,0,-1
269,6,0,30.58077979,0,1,-1
269,7,0,32.84633795,0,1,-1
269,8,0,24.32213938,0,1,-1
269,9,0,37.2839434,0,1,-1
269,10,0,38.06234397,0,1,-1
270,1,0,16.41658436,0,0,-1
270,2,0,21.77959763,0,0,-1
270,3,0,24.30346356,0,0,-1
270,4,0,25.32751608,0,0,-1
270,5,0,29.16929983,0,0,-1
270,6,0,36.15683391,0,1,-1
270,7,0,35.90883364,0,1,-1
270,8,0,25.43890403,0,1,-1
270,9,0,36.61034995,0,1,-1
270,10,0,41.6446666,0,1,-1
271,1,0,23.4340426,0,0,-1
271,2,0,28.45490213,0,0,-1
271,3,0,34.56135223,0,0,-1
271,4,0,31.11854773,0,0,-1
271,5,0,28.74654298,0,0,-1
271,6,0,34.22544237,0,1,-1
271,7,0,31.22443917,0,1,-1
271,8,0,32.11951522,0,1,-1
271,9,0,31.74292882,0,1,-1
271,10,0,42.81706679,0,1,-1
272,1,0,17.40785667,0,0,-1
272,2,0,30.66183862,0,0,-1
272,3,0,26.99932062,0,0,-1
272,4,0,19.00346913,0,0,-1
272,5,0,29.33824646,0,0,-1
272,6,0,18.49986746,0,1,-1
272,7,0,33.62754008,0,1,-1
272,8,0,36.42615741,0,1,-1
272,9,0,30.53822022,0,1,-1
272,10,0,35.61773848,0,1,-1
273,1,0,31.27078717,0,0,-1
273,2,0,20.47126648,0,0,-1
273,3,0,19.20546206,0,0,-1
273,4,0,33.40831701,0,0,-1
273,5,0,37.31293595,0,0,-1
273,6,0,29.01847836,0,1,-1
273,7,0,35.55731518,0,1,-1
273,8,0,38.70737958,0,1,-1
273,9,0,29.78757884,0,1,-1
273,10,0,32.57347082,0,1,-1
274,1,0,27.65437257,0,0,-1
274,2,0,31.42507139,0,0,-1
274,3,0,27.3144043,0,0,-1
274,4,0,21.60092823,0,0,-1
274,5,0,37.43530556,0,0,-1
274,6,0,26.34514551,0,1,-1
274,7,0,28.82431109,0,1,-1
274,8,0,33.71168917,0,1,-1
274,9,0,41.2708021,0,1,-1
274,10,0,39.26987988,0,1,-1
275,1,0,23.5743275,0,0,-1
275,2,0,25.31644265,0,0,-1
275,3,0,24.71757334,0,0,-1
275,4,0,28.79069757,0,0,-1
275,5,0,14.85219961,0,0,-1
275,6,0,27.5169627,0,1,-1
275,7,0,31.70660967,0,1,-1
275,8,0,26.24492958,0,1,-1
275,9,0,35.43161659,0,1,-1
275,10,0,33.9776439,0,1,-1
276,1,0,30.27737849,0,0,-1
276,2,0,30.86509863,0,0,-1
276,3,0,22.17097215,0,0,-1
276,4,0,25.24581144,0,0,-1
276,5,0,27.13026217,0,0,-1
276,6,0,26.74170262,0,1,-1
276,7,0,31.47512492,0,1,-1
276,8,0,28.20858966,0,1,-1
276,9,0,27.84692333,0,1,-1
276,10,0,38.11355612,0,1,-1
277,1,0,24.64764792,0,0,-1
277,2,0,18.9784212,0,0,-1
277,3,0,28.97677715,0,0,-1
277,4,0,22.84211135,0,0,-1
277,5,0,28.76582619,0,0,-1
277,6,0,33.10172006,0,1,-1
277,7,0,30.33193718,0,1,-1
277,8,0,34.27370456,0,1,-1
277,9,0,30.91785178,0,1,-1
277,10,0,34.01766708,0,1,-1
278,1,0,20.47070285,0,0,-1
278,2,0,19.26710827,0,0,-1
278,3,0,23.61612918,0,0,-1
278,4,0,18.25690851,0,0,-1
278,5,0,25.04423126,0,0,-1
278,6,0,27.57562253,0,1,-1
278,7,0,29.21910124,0,1,-1
278,8,0,30.79251277,0,1,-1
278,9,0,33.191179,0,1,-1
278,10,0,37.39720759,0,1,-1
279,1,0,25.87258537,0,0,-1
279,2,0,19.75117387,0,0,-1
279,3,0,18.48399572,0,0,-1
279,4,0,20.78977794,0,0,-1
279,5,0,25.06398539,0,0,-1
279,6,0,27.24039341,0,1,-1
279,7,0,26.65001967,0,1,-1
279,8,0,25.51941668,0,1,-1
279,9,0,31.21939586,0,1,-1
279,10,0,35.9071331,0,1,-1
280,1,0,24.47514733,0,0,-1
280,2,0,20.21288473,0,0,-1
280,3,0,22.43501089,0,0,-1
280,4,0,21.36650846,0,0,-1
280,5,0,27.34280415,0,0,-1
280,6,0,24.75785683,0,1,-1
280,7,0,33.36563907,0,1,-1
280,8,0,23.07066754,0,1,-1
280,9,0,31.70185164,0,1,-1
280,10,0,36.5055367,0,1,-1
281,1,0,22.41917258,0,0,-1
281,2,0,36.46516832,0,0,-1
281,3,0,26.24900012,0,0,-1
281,4,0,20.97972702,0,0,-1
281,5,0,27.02267876,0,0,-1
281,6,0,20.11876833,0,1,-1
281,7,0,30.09700125,0,1,-1
281,8,0,27.83471971,0,1,-1
281,9,0,38.07695138,0,1,-1
281,10,0,32.25229863,0,1,-1
282,1,0,20.91617042,0,0,-1
282,2,0,19.82221079,0,0,-1
282,3,0,33.19425676,0,0,-1
282,4,0,24.39378617,0,0,-1
282,5,0,36.66278522,0,0,-1
282,6,0,33.07075881,0,1,-1
282,7,0,32.91033364,0,1,-1
282,8,0,33.84366574,0,1,-1
282,9,0,35.46898649,0,1,-1
282,10,0,25.3616371,0,1,-1
283,1,0,20.10558303,0,0,-1
283,2,0,27.22578986,0,0,-1
283,3,0,24.25551408,0,0,-1
283,4,0,18.97405077,0,0,-1
283,5,0,27.23797775,0,0,-1
283,6,0,37.52052758,0,1,-1
283,7,0,36.73445858,0,1,-1
283,8,0,31.68997995,0,1,-1
283,9,0,38.25724639,0,1,-1
283,10,0,33.1674649,0,1,-1
284,1,0,12.98064207,0,0,-1
284,2,0,18.37767006,0,0,-1
284,3,0,32.31444384,0,0,-1
284,4,0,24.63003459,0,0,-1
284,5,0,26.2830801,0,0,-1
284,6,0,27.50080902,0,1,-1
284,7,0,40.02068295,0,1,-1
284,8,0,40.12979458,0,1,-1
284,9,0,44.59390117,0,1,-1
284,10,0,34.20477395,0,1,-1
285,1,0,22.97812244,0,0,-1
285,2,0,15.41678725,0,0,-1
285,3,0,31.88467213,0,0,-1
285,4,0,20.16110224,0,0,-1
285,5,0,28.58387782,0,0,-1
285,6,0,23.51348736,0,1,-1
285,7,0,27.55566587,0,1,-1
285,8,0,27.81368784,0,1,-1
285,9,0,30.4606237,0,1,-1
285,10,0,32.30438648,0,1,-1
286,1,0,18.75865603,0,0,-1
286,2,0,27.16666956,0,0,-1
286,3,0,18.97568603,0,0,-1
286,4,0,27.10270714,0,0,-1
286,5,0,33.58979576,0,0,-1
286,6,0,26.43401818,0,1,-1
286,7,0,26.91040555,0,1,-1
286,8,0,30.84737687,0,1,-1
286,9,0,39.39862604,0,1,-1
286,10,0,35.97053815,0,1,-1
287,1,0,18.84392853,0,0,-1
287,2,0,25.41938326,0,0,-1
287,3,0,18.98853925,0,0,-1
287,4,0,29.40679755,0,0,-1
287,5,0,29.54303654,0,0,-1
287,6,0,27.46095764,0,1,-1
287,7,0,26.30707101,0,1,-1
287,8,0,27.56659539,0,1,-1
287,9,0,36.17408668,0,1,-1
287,10,0,41.14490251,0,1,-1
288,1,0,18.31346126,0,0,-1
288,2,0,25.29193352,0,0,-1
288,3,0,14.06486491,0,0,-1
288,4,0,23.07691135,0,0,-1
288,5,0,27.34470534,0,0,-1
288,6,0,24.45158292,0,1,-1
288,7,0,25.81746813,0,1,-1
288,8,0,28.66110222,0,1,-1
288,9,0,34.96096364,0,1,-1
288,10,0,34.06335491,0,1,-1
289,1,0,10.30884383,0,0,-1
289,2,0,12.39649924,0,0,-1
289,3,0,21.46567411,0,0,-1
289,4,0,28.28843293,0,0,-1
289,5,0,13.76247579,0,0,-1
289,6,0,26.50134912,0,1,-1
289,7,0,27.86876072,0,1,-1
289,8,0,38.94168889,0,1,-1
289,9,0,31.57489094,0,1,-1
289,10,0,36.91494492,0,1,-1
290,1,0,22.2062857,0,0,-1
290,2,0,12.3471676,0,0,-1
290,3,0,28.34103608,0,0,-1
290,4,0,27.07698253,0,0,-1
290,5,0,30.0413432,0,0,-1
290,6,0,48.63118853,0,1,-1
290,7,0,20.0794353,0,1,-1
290,8,0,40.62348325,0,1,-1
290,9,0,32.0627624,0,1,-1
290,10,0,36.43664452,0,1,-1
291,1,0,21.27243877,0,0,-1
291,2,0,20.87881833,0,0,-1
291,3,0,21.65083536,0,0,-1
291,4,0,27.64754368,0,0,-1
291,5,0,19.91413152,0,0,-1
291,6,0,32.75289584,0,1,-1
291,7,0,28.41902798,0,1,-1
291,8,0,26.3496533,0,1,-1
291,9,0,31.24993571,0,1,-1
291,10,0,41.28574608,0,1,-1
292,1,0,18.82332456,0,0,-1
292,2,0,24.79226809,0,0,-1
292,3,0,20.84521862,0,0,-1
292,4,0,29.78960925,0,0,-1
292,5,0,30.92753869,0,0,-1
292,6,0,38.24304417,0,1,-1
292,7,0,29.62218027,0,1,-1
292,8,0,35.34327402,0,1,-1
292,9,0,33.9903377,0,1,-1
292,10,0,41.47935891,0,1,-1
293,1,0,17.90583806,0,0,-1
293,2,0,26.72502656,0,0,-1
293,3,0,23.52651352,0,0,-1
293,4,0,25.67905911,0,0,-1
293,5,0,27.95876242,0,0,-1
293,6,0,30.26120198,0,1,-1
293,7,0,29.91885478,0,1,-1
293,8,0,33.07356592,0,1,-1
293,9,0,41.39059029,0,1,-1
293,10,0,39.92724843,0,1,-1
294,1,0,25.84577296,0,0,-1
294,2,0,20.72230237,0,0,-1
294,3,0,20.05379586,0,0,-1
294,4,0,30.77650279,0,0,-1
294,5,0,31.88023396,0,0,-1
294,6,0,36.36335338,0,1,-1
294,7,0,27.48009687,0,1,-1
294,8,0,30.85225672,0,1,-1
294,9,0,25.30257919,0,1,-1
294,10,0,33.03764447,0,1,-1
295,1,0,26.48285255,0,0,-1
295,2,0,20.6675231,0,0,-1
295,3,0,27.70239898,0,0,-1
295,4,0,25.04748447,0,0,-1
295,5,0,29.12028514,0,0,-1
295,6,0,23.26154305,0,1,-1
295,7,0,30.92604725,0,1,-1
295,8,0,17.04432015,0,1,-1
295,9,0,32.56551921,0,1,-1
295,10,0,26.84763378,0,1,-1
296,1,0,27.52997258,0,0,-1
296,2,0,26.88703676,0,0,-1
296,3,0,26.83335491,0,0,-1
296,4,0,33.60503114,0,0,-1
296,5,0,22.7554174,0,0,-1
296,6,0,37.73681599,0,1,-1
296,7,0,35.16095782,0,1,-1
296,8,0,30.81722356,0,1,-1
296,9,0,39.17810074,0,1,-1
296,10,0,29.46853244,0,1,-1
297,1,0,17.37742919,0,0,-1
297,2,0,19.95705138,0,0,-1
297,3,0,21.85511146,0,0,-1
297,4,0,20.71721179,0,0,-1
297,5,0,33.61541534,0,0,-1
297,6,0,27.705728,0,1,-1
297,7,0,32.26252484,0,1,-1
297,8,0,29.14824317,0,1,-1
297,9,0,24.3969835,0,1,-1
297,10,0,36.35028679,0,1,-1
298,1,0,11.93872512,0,0,-1
298,2,0,22.65682977,0,0,-1
298,3,0,17.65842481,0,0,-1
298,4,0,35.93638,0,0,-1
298,5,0,32.05681361,0,0,-1
298,6,0,29.52876896,0,1,-1
298,7,0,36.81853339,0,1,-1
298,8,0,27.76842011,0,1,-1
298,9,0,36.21739689,0,1,-1
298,10,0,35.99905217,0,1,-1
299,1,0,22.82010041,0,0,-1
299,2,0,29.3617675,0,0,-1
299,3,0,28.16246051,0,0,-1
299,4,0,27.44361831,0,0,-1
299,5,0,19.22556282,0,0,-1
299,6,0,24.19976852,0,1,-1
299,7,0,29.88645533,0,1,-1
299,8,0,32.46686187,0,1,-1
299,9,0,27.84898138,0,1,-1
299,10,0,47.05838338,0,1,-1
300,1,0,29.08197028,0,0,-1
300,2,0,26.0105916,0,0,-1
300,3,0,24.86018431,0,0,-1
300,4,0,24.93895515,0,0,-1
300,5,0,22.7404077,0,0,-1
300,6,0,29.38740259,0,1,-1
300,7,0,31.7887627,0,1,-1
300,8,0,25.79119712,0,1,-1
300,9,0,35.17088209,0,1,-1
300,10,0,34.22370476,0,1,-1
301,1,0,11.96096221,0,0,-1
301,2,0,18.69807495,0,0,-1
301,3,0,22.43197233,0,0,-1
301,4,0,35.43843829,0,0,-1
301,5,0,30.28276562,0,0,-1
301,6,0,22.32259215,0,1,-1
